Academic Year,University,Type of project,New or ongoing research projects,Source of research funding,Unit,Value,Remarks
2016/17,City University of Hong Kong,Research contracts,New,Hong Kong Industry,Amount (HK$ million),6,
2016/17,City University of Hong Kong,Research contracts,New,Non-HK,Amount (HK$ million),11,
2016/17,City University of Hong Kong,Research contracts,On-going,HKSAR Government,Amount (HK$ million),10,
2016/17,City University of Hong Kong,Research contracts,On-going,Hong Kong — other,Amount (HK$ million),6,
2016/17,City University of Hong Kong,Research contracts,On-going,Hong Kong charities/foundations,Amount (HK$ million),11,
2016/17,City University of Hong Kong,Research contracts,On-going,Hong Kong Industry,Amount (HK$ million),17,
2016/17,City University of Hong Kong,Research contracts,On-going,Non-HK,Amount (HK$ million),76,
2016/17,City University of Hong Kong,Research grants,New,Block Grant,Amount (HK$ million),65,
2016/17,City University of Hong Kong,Research grants,New,HKSAR Government,Amount (HK$ million),53,
2016/17,City University of Hong Kong,Research grants,New,Hong Kong — other,Amount (HK$ million),20,
2016/17,City University of Hong Kong,Research grants,New,Hong Kong charities/foundations,Amount (HK$ million),2,
2016/17,City University of Hong Kong,Research grants,New,Hong Kong Industry,Amount (HK$ million),13,
2016/17,City University of Hong Kong,Research grants,New,Non-HK,Amount (HK$ million),1,
2016/17,City University of Hong Kong,Research grants,New,Other RGC Grants,Amount (HK$ million),125,
2016/17,City University of Hong Kong,Research grants,On-going,Block Grant,Amount (HK$ million),366,
2016/17,City University of Hong Kong,Research grants,On-going,HKSAR Government,Amount (HK$ million),170,
2016/17,City University of Hong Kong,Research grants,On-going,Hong Kong — other,Amount (HK$ million),99,
2016/17,City University of Hong Kong,Research grants,On-going,Hong Kong charities/foundations,Amount (HK$ million),15,
2016/17,City University of Hong Kong,Research grants,On-going,Hong Kong Industry,Amount (HK$ million),36,
2016/17,City University of Hong Kong,Research grants,On-going,Non-HK,Amount (HK$ million),8,
2016/17,City University of Hong Kong,Research grants,On-going,Other RGC Grants,Amount (HK$ million),582,
2016/17,City University of Hong Kong,Research grants,On-going,Other UGC Grants,Amount (HK$ million),40,
2016/17,Hong Kong Baptist University,Research contracts,New,HKSAR Government,Amount (HK$ million),6,
2016/17,Hong Kong Baptist University,Research contracts,New,Hong Kong — other,Amount (HK$ million),3,
2016/17,Hong Kong Baptist University,Research contracts,New,Hong Kong charities/foundations,Amount (HK$ million),*,‘*’ denotes magnitude of less than 0.5. 
2016/17,Hong Kong Baptist University,Research contracts,New,Hong Kong Industry,Amount (HK$ million),*,‘*’ denotes magnitude of less than 0.5. 
2016/17,Hong Kong Baptist University,Research contracts,New,Non-HK,Amount (HK$ million),1,
2016/17,Hong Kong Baptist University,Research contracts,On-going,HKSAR Government,Amount (HK$ million),31,
2016/17,Hong Kong Baptist University,Research contracts,On-going,Hong Kong — other,Amount (HK$ million),34,
2016/17,Hong Kong Baptist University,Research contracts,On-going,Hong Kong charities/foundations,Amount (HK$ million),71,
2016/17,Hong Kong Baptist University,Research contracts,On-going,Hong Kong Industry,Amount (HK$ million),6,
2016/17,Hong Kong Baptist University,Research contracts,On-going,Non-HK,Amount (HK$ million),16,
2016/17,Hong Kong Baptist University,Research grants,New,Block Grant,Amount (HK$ million),30,
2016/17,Hong Kong Baptist University,Research grants,New,HKSAR Government,Amount (HK$ million),23,
2016/17,Hong Kong Baptist University,Research grants,New,Hong Kong — other,Amount (HK$ million),5,
2016/17,Hong Kong Baptist University,Research grants,New,Hong Kong charities/foundations,Amount (HK$ million),13,
2016/17,Hong Kong Baptist University,Research grants,New,Hong Kong Industry,Amount (HK$ million),5,
2016/17,Hong Kong Baptist University,Research grants,New,Non-HK,Amount (HK$ million),12,
2016/17,Hong Kong Baptist University,Research grants,New,Other RGC Grants,Amount (HK$ million),43,
2016/17,Hong Kong Baptist University,Research grants,New,Other UGC Grants,Amount (HK$ million),1,
2016/17,Hong Kong Baptist University,Research grants,New,RGC Direct,Amount (HK$ million),*,‘*’ denotes magnitude of less than 0.5. 
2016/17,Hong Kong Baptist University,Research grants,On-going,Block Grant,Amount (HK$ million),120,
2016/17,Hong Kong Baptist University,Research grants,On-going,HKSAR Government,Amount (HK$ million),82,
2016/17,Hong Kong Baptist University,Research grants,On-going,Hong Kong — other,Amount (HK$ million),33,
2016/17,Hong Kong Baptist University,Research grants,On-going,Hong Kong charities/foundations,Amount (HK$ million),21,
2016/17,Hong Kong Baptist University,Research grants,On-going,Hong Kong Industry,Amount (HK$ million),13,
2016/17,Hong Kong Baptist University,Research grants,On-going,Non-HK,Amount (HK$ million),22,
2016/17,Hong Kong Baptist University,Research grants,On-going,Other RGC Grants,Amount (HK$ million),205,
2016/17,Hong Kong Baptist University,Research grants,On-going,Other UGC Grants,Amount (HK$ million),28,
2016/17,Hong Kong Baptist University,Research grants,On-going,RGC Direct,Amount (HK$ million),1,
2016/17,Lingnan University,Research contracts,New,HKSAR Government,Amount (HK$ million),*,‘*’ denotes magnitude of less than 0.5. 
2016/17,Lingnan University,Research contracts,On-going,HKSAR Government,Amount (HK$ million),21,
2016/17,Lingnan University,Research contracts,On-going,Hong Kong — other,Amount (HK$ million),1,
2016/17,Lingnan University,Research contracts,On-going,Non-HK,Amount (HK$ million),3,
2016/17,Lingnan University,Research grants,New,Block Grant,Amount (HK$ million),3,
2016/17,Lingnan University,Research grants,New,HKSAR Government,Amount (HK$ million),2,
2016/17,Lingnan University,Research grants,New,Hong Kong charities/foundations,Amount (HK$ million),25,
2016/17,Lingnan University,Research grants,New,Other RGC Grants,Amount (HK$ million),5,
2016/17,Lingnan University,Research grants,On-going,Block Grant,Amount (HK$ million),7,
2016/17,Lingnan University,Research grants,On-going,HKSAR Government,Amount (HK$ million),2,
2016/17,Lingnan University,Research grants,On-going,Hong Kong charities/foundations,Amount (HK$ million),33,
2016/17,Lingnan University,Research grants,On-going,Non-HK,Amount (HK$ million),1,
2016/17,Lingnan University,Research grants,On-going,Other RGC Grants,Amount (HK$ million),18,
2016/17,The Chinese University of Hong Kong,Research contracts,New,HKSAR Government,Amount (HK$ million),67,
2016/17,The Chinese University of Hong Kong,Research contracts,New,Hong Kong — other,Amount (HK$ million),12,
2016/17,The Chinese University of Hong Kong,Research contracts,New,Hong Kong charities/foundations,Amount (HK$ million),1,
2016/17,The Chinese University of Hong Kong,Research contracts,New,Hong Kong Industry,Amount (HK$ million),51,
2016/17,The Chinese University of Hong Kong,Research contracts,New,Non-HK,Amount (HK$ million),53,
2016/17,The Chinese University of Hong Kong,Research contracts,On-going,HKSAR Government,Amount (HK$ million),262,
2016/17,The Chinese University of Hong Kong,Research contracts,On-going,Hong Kong — other,Amount (HK$ million),51,
2016/17,The Chinese University of Hong Kong,Research contracts,On-going,Hong Kong charities/foundations,Amount (HK$ million),14,
2016/17,The Chinese University of Hong Kong,Research contracts,On-going,Hong Kong Industry,Amount (HK$ million),247,
2016/17,The Chinese University of Hong Kong,Research contracts,On-going,Non-HK,Amount (HK$ million),149,
2016/17,The Chinese University of Hong Kong,Research grants,New,Block Grant,Amount (HK$ million),101,
2016/17,The Chinese University of Hong Kong,Research grants,New,HKSAR Government,Amount (HK$ million),242,
2016/17,The Chinese University of Hong Kong,Research grants,New,Hong Kong — other,Amount (HK$ million),16,
2016/17,The Chinese University of Hong Kong,Research grants,New,Hong Kong charities/foundations,Amount (HK$ million),115,
2016/17,The Chinese University of Hong Kong,Research grants,New,Hong Kong Industry,Amount (HK$ million),8,
2016/17,The Chinese University of Hong Kong,Research grants,New,Non-HK,Amount (HK$ million),23,
2016/17,The Chinese University of Hong Kong,Research grants,New,Other RGC Grants,Amount (HK$ million),119,
2016/17,The Chinese University of Hong Kong,Research grants,New,Other UGC Grants,Amount (HK$ million),3,
2016/17,The Chinese University of Hong Kong,Research grants,On-going,Block Grant,Amount (HK$ million),433,
2016/17,The Chinese University of Hong Kong,Research grants,On-going,HKSAR Government,Amount (HK$ million),679,
2016/17,The Chinese University of Hong Kong,Research grants,On-going,Hong Kong — other,Amount (HK$ million),84,
2016/17,The Chinese University of Hong Kong,Research grants,On-going,Hong Kong charities/foundations,Amount (HK$ million),496,
2016/17,The Chinese University of Hong Kong,Research grants,On-going,Hong Kong Industry,Amount (HK$ million),80,
2016/17,The Chinese University of Hong Kong,Research grants,On-going,Non-HK,Amount (HK$ million),58,
2016/17,The Chinese University of Hong Kong,Research grants,On-going,Other RGC Grants,Amount (HK$ million),857,
2016/17,The Chinese University of Hong Kong,Research grants,On-going,Other UGC Grants,Amount (HK$ million),236,
2016/17,The Education University of Hong Kong,Research contracts,New,Hong Kong — other,Amount (HK$ million),*,‘*’ denotes magnitude of less than 0.5. 
2016/17,The Education University of Hong Kong,Research contracts,New,Hong Kong charities/foundations,Amount (HK$ million),34,
2016/17,The Education University of Hong Kong,Research contracts,New,Hong Kong Industry,Amount (HK$ million),*,‘*’ denotes magnitude of less than 0.5. 
2016/17,The Education University of Hong Kong,Research contracts,New,Non-HK,Amount (HK$ million),2,
2016/17,The Education University of Hong Kong,Research contracts,On-going,Hong Kong — other,Amount (HK$ million),1,
2016/17,The Education University of Hong Kong,Research contracts,On-going,Hong Kong charities/foundations,Amount (HK$ million),143,
2016/17,The Education University of Hong Kong,Research contracts,On-going,Hong Kong Industry,Amount (HK$ million),1,
2016/17,The Education University of Hong Kong,Research contracts,On-going,Non-HK,Amount (HK$ million),4,
2016/17,The Education University of Hong Kong,Research grants,New,Block Grant,Amount (HK$ million),35,
2016/17,The Education University of Hong Kong,Research grants,New,HKSAR Government,Amount (HK$ million),25,
2016/17,The Education University of Hong Kong,Research grants,New,Hong Kong — other,Amount (HK$ million),1,
2016/17,The Education University of Hong Kong,Research grants,New,Other RGC Grants,Amount (HK$ million),15,
2016/17,The Education University of Hong Kong,Research grants,New,Other UGC Grants,Amount (HK$ million),1,
2016/17,The Education University of Hong Kong,Research grants,On-going,Block Grant,Amount (HK$ million),60,
2016/17,The Education University of Hong Kong,Research grants,On-going,HKSAR Government,Amount (HK$ million),69,
2016/17,The Education University of Hong Kong,Research grants,On-going,Hong Kong — other,Amount (HK$ million),2,
2016/17,The Education University of Hong Kong,Research grants,On-going,Other RGC Grants,Amount (HK$ million),76,
2016/17,The Education University of Hong Kong,Research grants,On-going,Other UGC Grants,Amount (HK$ million),10,
2016/17,The Hong Kong Polytechnic University,Research contracts,New,HKSAR Government,Amount (HK$ million),13,
2016/17,The Hong Kong Polytechnic University,Research contracts,New,Hong Kong — other,Amount (HK$ million),1,
2016/17,The Hong Kong Polytechnic University,Research contracts,New,Hong Kong charities/foundations,Amount (HK$ million),2,
2016/17,The Hong Kong Polytechnic University,Research contracts,New,Hong Kong Industry,Amount (HK$ million),12,
2016/17,The Hong Kong Polytechnic University,Research contracts,New,Non-HK,Amount (HK$ million),12,
2016/17,The Hong Kong Polytechnic University,Research contracts,On-going,HKSAR Government,Amount (HK$ million),181,
2016/17,The Hong Kong Polytechnic University,Research contracts,On-going,Hong Kong — other,Amount (HK$ million),20,
2016/17,The Hong Kong Polytechnic University,Research contracts,On-going,Hong Kong charities/foundations,Amount (HK$ million),4,
2016/17,The Hong Kong Polytechnic University,Research contracts,On-going,Hong Kong Industry,Amount (HK$ million),114,
2016/17,The Hong Kong Polytechnic University,Research contracts,On-going,Non-HK,Amount (HK$ million),53,
2016/17,The Hong Kong Polytechnic University,Research grants,New,Block Grant,Amount (HK$ million),152,
2016/17,The Hong Kong Polytechnic University,Research grants,New,HKSAR Government,Amount (HK$ million),90,
2016/17,The Hong Kong Polytechnic University,Research grants,New,Hong Kong — other,Amount (HK$ million),33,
2016/17,The Hong Kong Polytechnic University,Research grants,New,Hong Kong charities/foundations,Amount (HK$ million),270,
2016/17,The Hong Kong Polytechnic University,Research grants,New,Hong Kong Industry,Amount (HK$ million),18,
2016/17,The Hong Kong Polytechnic University,Research grants,New,Non-HK,Amount (HK$ million),42,
2016/17,The Hong Kong Polytechnic University,Research grants,New,Other RGC Grants,Amount (HK$ million),122,
2016/17,The Hong Kong Polytechnic University,Research grants,On-going,Block Grant,Amount (HK$ million),753,
2016/17,The Hong Kong Polytechnic University,Research grants,On-going,HKSAR Government,Amount (HK$ million),314,
2016/17,The Hong Kong Polytechnic University,Research grants,On-going,Hong Kong — other,Amount (HK$ million),291,
2016/17,The Hong Kong Polytechnic University,Research grants,On-going,Hong Kong charities/foundations,Amount (HK$ million),377,
2016/17,The Hong Kong Polytechnic University,Research grants,On-going,Hong Kong Industry,Amount (HK$ million),63,
2016/17,The Hong Kong Polytechnic University,Research grants,On-going,Non-HK,Amount (HK$ million),318,
2016/17,The Hong Kong Polytechnic University,Research grants,On-going,Other RGC Grants,Amount (HK$ million),488,
2016/17,The Hong Kong Polytechnic University,Research grants,On-going,Other UGC Grants,Amount (HK$ million),11,
2016/17,The Hong Kong Polytechnic University,Research grants,On-going,RGC Direct,Amount (HK$ million),*,‘*’ denotes magnitude of less than 0.5. 
2016/17,The Hong Kong University of Science and Technology,Research contracts,New,HKSAR Government,Amount (HK$ million),20,
2016/17,The Hong Kong University of Science and Technology,Research contracts,New,Hong Kong — other,Amount (HK$ million),*,‘*’ denotes magnitude of less than 0.5. 
2016/17,The Hong Kong University of Science and Technology,Research contracts,New,Hong Kong charities/foundations,Amount (HK$ million),*,‘*’ denotes magnitude of less than 0.5. 
2016/17,The Hong Kong University of Science and Technology,Research contracts,New,Hong Kong Industry,Amount (HK$ million),21,
2016/17,The Hong Kong University of Science and Technology,Research contracts,New,Non-HK,Amount (HK$ million),49,
2016/17,The Hong Kong University of Science and Technology,Research contracts,On-going,HKSAR Government,Amount (HK$ million),59,
2016/17,The Hong Kong University of Science and Technology,Research contracts,On-going,Hong Kong — other,Amount (HK$ million),1,
2016/17,The Hong Kong University of Science and Technology,Research contracts,On-going,Hong Kong charities/foundations,Amount (HK$ million),8,
2016/17,The Hong Kong University of Science and Technology,Research contracts,On-going,Hong Kong Industry,Amount (HK$ million),72,
2016/17,The Hong Kong University of Science and Technology,Research contracts,On-going,Non-HK,Amount (HK$ million),166,
2016/17,The Hong Kong University of Science and Technology,Research grants,New,Block Grant,Amount (HK$ million),83,
2016/17,The Hong Kong University of Science and Technology,Research grants,New,HKSAR Government,Amount (HK$ million),153,
2016/17,The Hong Kong University of Science and Technology,Research grants,New,Hong Kong — other,Amount (HK$ million),8,
2016/17,The Hong Kong University of Science and Technology,Research grants,New,Hong Kong charities/foundations,Amount (HK$ million),21,
2016/17,The Hong Kong University of Science and Technology,Research grants,New,Hong Kong Industry,Amount (HK$ million),19,
2016/17,The Hong Kong University of Science and Technology,Research grants,New,Non-HK,Amount (HK$ million),106,
2016/17,The Hong Kong University of Science and Technology,Research grants,New,Other RGC Grants,Amount (HK$ million),191,
2016/17,The Hong Kong University of Science and Technology,Research grants,New,Other UGC Grants,Amount (HK$ million),36,
2016/17,The Hong Kong University of Science and Technology,Research grants,On-going,Block Grant,Amount (HK$ million),265,
2016/17,The Hong Kong University of Science and Technology,Research grants,On-going,HKSAR Government,Amount (HK$ million),401,
2016/17,The Hong Kong University of Science and Technology,Research grants,On-going,Hong Kong — other,Amount (HK$ million),71,
2016/17,The Hong Kong University of Science and Technology,Research grants,On-going,Hong Kong charities/foundations,Amount (HK$ million),38,
2016/17,The Hong Kong University of Science and Technology,Research grants,On-going,Hong Kong Industry,Amount (HK$ million),75,
2016/17,The Hong Kong University of Science and Technology,Research grants,On-going,Non-HK,Amount (HK$ million),373,
2016/17,The Hong Kong University of Science and Technology,Research grants,On-going,Other RGC Grants,Amount (HK$ million),734,
2016/17,The Hong Kong University of Science and Technology,Research grants,On-going,Other UGC Grants,Amount (HK$ million),116,
2016/17,The Hong Kong University of Science and Technology,Research grants,On-going,RGC Direct,Amount (HK$ million),6,
2016/17,The University of Hong Kong,Research contracts,New,HKSAR Government,Amount (HK$ million),52,
2016/17,The University of Hong Kong,Research contracts,New,Hong Kong — other,Amount (HK$ million),*,‘*’ denotes magnitude of less than 0.5. 
2016/17,The University of Hong Kong,Research contracts,New,Hong Kong charities/foundations,Amount (HK$ million),8,
2016/17,The University of Hong Kong,Research contracts,New,Hong Kong Industry,Amount (HK$ million),38,
2016/17,The University of Hong Kong,Research contracts,New,Non-HK,Amount (HK$ million),28,
2016/17,The University of Hong Kong,Research contracts,On-going,HKSAR Government,Amount (HK$ million),376,
2016/17,The University of Hong Kong,Research contracts,On-going,Hong Kong — other,Amount (HK$ million),79,
2016/17,The University of Hong Kong,Research contracts,On-going,Hong Kong charities/foundations,Amount (HK$ million),35,
2016/17,The University of Hong Kong,Research contracts,On-going,Hong Kong Industry,Amount (HK$ million),628,
2016/17,The University of Hong Kong,Research contracts,On-going,Non-HK,Amount (HK$ million),389,
2016/17,The University of Hong Kong,Research grants,New,Block Grant,Amount (HK$ million),77,
2016/17,The University of Hong Kong,Research grants,New,HKSAR Government,Amount (HK$ million),151,
2016/17,The University of Hong Kong,Research grants,New,Hong Kong — other,Amount (HK$ million),63,
2016/17,The University of Hong Kong,Research grants,New,Hong Kong charities/foundations,Amount (HK$ million),205,
2016/17,The University of Hong Kong,Research grants,New,Hong Kong Industry,Amount (HK$ million),17,
2016/17,The University of Hong Kong,Research grants,New,Non-HK,Amount (HK$ million),57,
2016/17,The University of Hong Kong,Research grants,New,Other RGC Grants,Amount (HK$ million),335,
2016/17,The University of Hong Kong,Research grants,New,Other UGC Grants,Amount (HK$ million),67,
2016/17,The University of Hong Kong,Research grants,On-going,Block Grant,Amount (HK$ million),416,
2016/17,The University of Hong Kong,Research grants,On-going,HKSAR Government,Amount (HK$ million),1085,
2016/17,The University of Hong Kong,Research grants,On-going,Hong Kong — other,Amount (HK$ million),1471,
2016/17,The University of Hong Kong,Research grants,On-going,Hong Kong charities/foundations,Amount (HK$ million),1795,
2016/17,The University of Hong Kong,Research grants,On-going,Hong Kong Industry,Amount (HK$ million),479,
2016/17,The University of Hong Kong,Research grants,On-going,Non-HK,Amount (HK$ million),380,
2016/17,The University of Hong Kong,Research grants,On-going,Other RGC Grants,Amount (HK$ million),1305,
2016/17,The University of Hong Kong,Research grants,On-going,Other UGC Grants,Amount (HK$ million),593,
2016/17,The University of Hong Kong,Research grants,On-going,RGC Direct,Amount (HK$ million),1,
2017/18,City University of Hong Kong,Research contracts,New,HKSAR Government,Number,4,
2017/18,City University of Hong Kong,Research contracts,New,Hong Kong — other,Number,3,
2017/18,City University of Hong Kong,Research contracts,New,Hong Kong charities/foundations,Number,13,
2017/18,City University of Hong Kong,Research contracts,New,Hong Kong Industry,Number,7,
2017/18,City University of Hong Kong,Research contracts,New,Non-HK,Number,16,
2017/18,City University of Hong Kong,Research contracts,On-going,HKSAR Government,Number,13,
2017/18,City University of Hong Kong,Research contracts,On-going,Hong Kong — other,Number,12,
2017/18,City University of Hong Kong,Research contracts,On-going,Hong Kong charities/foundations,Number,36,
2017/18,City University of Hong Kong,Research contracts,On-going,Hong Kong Industry,Number,23,
2017/18,City University of Hong Kong,Research contracts,On-going,Non-HK,Number,64,
2017/18,City University of Hong Kong,Research grants,New,Block Grant,Number,329,
2017/18,City University of Hong Kong,Research grants,New,HKSAR Government,Number,36,
2017/18,City University of Hong Kong,Research grants,New,Hong Kong — other,Number,50,
2017/18,City University of Hong Kong,Research grants,New,Hong Kong charities/foundations,Number,1,
2017/18,City University of Hong Kong,Research grants,New,Hong Kong Industry,Number,6,
2017/18,City University of Hong Kong,Research grants,New,Non-HK,Number,2,
2017/18,City University of Hong Kong,Research grants,New,Other RGC Grants,Number,177,
2017/18,City University of Hong Kong,Research grants,On-going,Block Grant,Number,1007,
2017/18,City University of Hong Kong,Research grants,On-going,HKSAR Government,Number,126,
2017/18,City University of Hong Kong,Research grants,On-going,Hong Kong — other,Number,226,
2017/18,City University of Hong Kong,Research grants,On-going,Hong Kong charities/foundations,Number,14,
2017/18,City University of Hong Kong,Research grants,On-going,Hong Kong Industry,Number,17,
2017/18,City University of Hong Kong,Research grants,On-going,Non-HK,Number,12,
2017/18,City University of Hong Kong,Research grants,On-going,Other RGC Grants,Number,810,
2017/18,Hong Kong Baptist University,Research contracts,New,Hong Kong — other,Number,8,
2017/18,Hong Kong Baptist University,Research contracts,New,Hong Kong charities/foundations,Number,3,
2017/18,Hong Kong Baptist University,Research contracts,New,Non-HK,Number,2,
2017/18,Hong Kong Baptist University,Research contracts,On-going,HKSAR Government,Number,25,
2017/18,Hong Kong Baptist University,Research contracts,On-going,Hong Kong — other,Number,28,
2017/18,Hong Kong Baptist University,Research contracts,On-going,Hong Kong charities/foundations,Number,21,
2017/18,Hong Kong Baptist University,Research contracts,On-going,Hong Kong Industry,Number,6,
2017/18,Hong Kong Baptist University,Research contracts,On-going,Non-HK,Number,17,
2017/18,Hong Kong Baptist University,Research grants,New,Block Grant,Number,166,
2017/18,Hong Kong Baptist University,Research grants,New,HKSAR Government,Number,9,
2017/18,Hong Kong Baptist University,Research grants,New,Hong Kong — other,Number,1,
2017/18,Hong Kong Baptist University,Research grants,New,Non-HK,Number,1,
2017/18,Hong Kong Baptist University,Research grants,New,Other RGC Grants,Number,79,
2017/18,Hong Kong Baptist University,Research grants,New,Other UGC Grants,Number,5,
2017/18,Hong Kong Baptist University,Research grants,On-going,Block Grant,Number,581,
2017/18,Hong Kong Baptist University,Research grants,On-going,HKSAR Government,Number,68,
2017/18,Hong Kong Baptist University,Research grants,On-going,Hong Kong — other,Number,9,
2017/18,Hong Kong Baptist University,Research grants,On-going,Hong Kong charities/foundations,Number,5,
2017/18,Hong Kong Baptist University,Research grants,On-going,Hong Kong Industry,Number,1,
2017/18,Hong Kong Baptist University,Research grants,On-going,Non-HK,Number,18,
2017/18,Hong Kong Baptist University,Research grants,On-going,Other RGC Grants,Number,302,
2017/18,Hong Kong Baptist University,Research grants,On-going,Other UGC Grants,Number,6,
2017/18,Hong Kong Baptist University,Research grants,On-going,RGC Direct,Number,2,
2017/18,Lingnan University,Research contracts,New,HKSAR Government,Number,1,
2017/18,Lingnan University,Research contracts,New,Hong Kong charities/foundations,Number,1,
2017/18,Lingnan University,Research contracts,On-going,HKSAR Government,Number,4,
2017/18,Lingnan University,Research contracts,On-going,Hong Kong charities/foundations,Number,1,
2017/18,Lingnan University,Research contracts,On-going,Non-HK,Number,1,
2017/18,Lingnan University,Research grants,New,Block Grant,Number,51,
2017/18,Lingnan University,Research grants,New,HKSAR Government,Number,3,
2017/18,Lingnan University,Research grants,New,Hong Kong charities/foundations,Number,2,
2017/18,Lingnan University,Research grants,New,Hong Kong Industry,Number,1,
2017/18,Lingnan University,Research grants,New,Non-HK,Number,1,
2017/18,Lingnan University,Research grants,New,Other RGC Grants,Number,23,
2017/18,Lingnan University,Research grants,On-going,Block Grant,Number,120,
2017/18,Lingnan University,Research grants,On-going,HKSAR Government,Number,6,
2017/18,Lingnan University,Research grants,On-going,Hong Kong charities/foundations,Number,8,
2017/18,Lingnan University,Research grants,On-going,Hong Kong Industry,Number,1,
2017/18,Lingnan University,Research grants,On-going,Non-HK,Number,3,
2017/18,Lingnan University,Research grants,On-going,Other RGC Grants,Number,53,
2017/18,The Chinese University of Hong Kong,Research contracts,New,HKSAR Government,Number,87,
2017/18,The Chinese University of Hong Kong,Research contracts,New,Hong Kong — other,Number,49,
2017/18,The Chinese University of Hong Kong,Research contracts,New,Hong Kong charities/foundations,Number,28,
2017/18,The Chinese University of Hong Kong,Research contracts,New,Hong Kong Industry,Number,94,
2017/18,The Chinese University of Hong Kong,Research contracts,New,Non-HK,Number,78,
2017/18,The Chinese University of Hong Kong,Research contracts,On-going,HKSAR Government,Number,233,
2017/18,The Chinese University of Hong Kong,Research contracts,On-going,Hong Kong — other,Number,99,
2017/18,The Chinese University of Hong Kong,Research contracts,On-going,Hong Kong charities/foundations,Number,52,
2017/18,The Chinese University of Hong Kong,Research contracts,On-going,Hong Kong Industry,Number,240,
2017/18,The Chinese University of Hong Kong,Research contracts,On-going,Non-HK,Number,198,
2017/18,The Chinese University of Hong Kong,Research grants,New,Block Grant,Number,950,
2017/18,The Chinese University of Hong Kong,Research grants,New,HKSAR Government,Number,148,
2017/18,The Chinese University of Hong Kong,Research grants,New,Hong Kong — other,Number,73,
2017/18,The Chinese University of Hong Kong,Research grants,New,Hong Kong charities/foundations,Number,40,
2017/18,The Chinese University of Hong Kong,Research grants,New,Hong Kong Industry,Number,20,
2017/18,The Chinese University of Hong Kong,Research grants,New,Non-HK,Number,20,
2017/18,The Chinese University of Hong Kong,Research grants,New,Other RGC Grants,Number,263,
2017/18,The Chinese University of Hong Kong,Research grants,On-going,Block Grant,Number,1392,
2017/18,The Chinese University of Hong Kong,Research grants,On-going,HKSAR Government,Number,579,
2017/18,The Chinese University of Hong Kong,Research grants,On-going,Hong Kong — other,Number,183,
2017/18,The Chinese University of Hong Kong,Research grants,On-going,Hong Kong charities/foundations,Number,148,
2017/18,The Chinese University of Hong Kong,Research grants,On-going,Hong Kong Industry,Number,84,
2017/18,The Chinese University of Hong Kong,Research grants,On-going,Non-HK,Number,55,
2017/18,The Chinese University of Hong Kong,Research grants,On-going,Other RGC Grants,Number,984,
2017/18,The Education University of Hong Kong,Research contracts,New,Hong Kong — other,Number,1,
2017/18,The Education University of Hong Kong,Research contracts,New,Hong Kong charities/foundations,Number,3,
2017/18,The Education University of Hong Kong,Research contracts,New,Non-HK,Number,3,
2017/18,The Education University of Hong Kong,Research contracts,On-going,Hong Kong — other,Number,4,
2017/18,The Education University of Hong Kong,Research contracts,On-going,Hong Kong charities/foundations,Number,14,
2017/18,The Education University of Hong Kong,Research contracts,On-going,Hong Kong Industry,Number,3,
2017/18,The Education University of Hong Kong,Research contracts,On-going,Non-HK,Number,7,
2017/18,The Education University of Hong Kong,Research grants,New,Block Grant,Number,159,
2017/18,The Education University of Hong Kong,Research grants,New,HKSAR Government,Number,21,
2017/18,The Education University of Hong Kong,Research grants,New,Hong Kong — other,Number,3,
2017/18,The Education University of Hong Kong,Research grants,New,Other RGC Grants,Number,34,
2017/18,The Education University of Hong Kong,Research grants,New,Other UGC Grants,Number,6,
2017/18,The Education University of Hong Kong,Research grants,On-going,Block Grant,Number,353,
2017/18,The Education University of Hong Kong,Research grants,On-going,HKSAR Government,Number,50,
2017/18,The Education University of Hong Kong,Research grants,On-going,Hong Kong — other,Number,8,
2017/18,The Education University of Hong Kong,Research grants,On-going,Other RGC Grants,Number,124,
2017/18,The Education University of Hong Kong,Research grants,On-going,Other UGC Grants,Number,12,
2017/18,The Hong Kong Polytechnic University,Research contracts,New,HKSAR Government,Number,18,
2017/18,The Hong Kong Polytechnic University,Research contracts,New,Hong Kong charities/foundations,Number,4,
2017/18,The Hong Kong Polytechnic University,Research contracts,New,Hong Kong Industry,Number,18,
2017/18,The Hong Kong Polytechnic University,Research contracts,New,Non-HK,Number,14,
2017/18,The Hong Kong Polytechnic University,Research contracts,On-going,HKSAR Government,Number,70,
2017/18,The Hong Kong Polytechnic University,Research contracts,On-going,Hong Kong — other,Number,8,
2017/18,The Hong Kong Polytechnic University,Research contracts,On-going,Hong Kong charities/foundations,Number,10,
2017/18,The Hong Kong Polytechnic University,Research contracts,On-going,Hong Kong Industry,Number,74,
2017/18,The Hong Kong Polytechnic University,Research contracts,On-going,Non-HK,Number,52,
2017/18,The Hong Kong Polytechnic University,Research grants,New,Block Grant,Number,488,
2017/18,The Hong Kong Polytechnic University,Research grants,New,HKSAR Government,Number,96,
2017/18,The Hong Kong Polytechnic University,Research grants,New,Hong Kong — other,Number,38,
2017/18,The Hong Kong Polytechnic University,Research grants,New,Hong Kong charities/foundations,Number,10,
2017/18,The Hong Kong Polytechnic University,Research grants,New,Hong Kong Industry,Number,12,
2017/18,The Hong Kong Polytechnic University,Research grants,New,Non-HK,Number,103,
2017/18,The Hong Kong Polytechnic University,Research grants,New,Other RGC Grants,Number,200,
